 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
349,7,2,369.777,389.500,0,49.163,3.995,19.808,111.425,680.865,0.289
350,7,3,367.491,392.235,0,48.684,4.029,20.207,114.975,710.402,0.110
351,7,4,367.918,395.726,0,49.772,4.015,20.316,116.885,729.656,0.152
352,7,5,366.935,398.833,0,49.670,4.009,20.317,117.290,735.727,0.120
353,7,6,365.950,401.921,0,49.462,3.992,20.254,117.416,741.003,0.179
354,7,7,364.649,404.021,0,49.580,4.025,20.318,117.128,736.801,0.135
355,7,8,363.842,407.154,0,49.623,4.033,20.332,116.566,726.696,0.113
356,7,9,362.166,410.964,0,49.099,4.120,20.713,117.526,724.095,0.100
357,7,10,362.346,414.458,0,49.614,3.968,19.894,113.298,699.127,0.178
358,7,11,360.788,416.463,0,49.282,4.005,20.004,113.519,699.875,0.335
359,7,12,360.041,420.539,0,49.571,3.982,20.019,114.471,709.927,0.188
360,7,13,359.266,422.669,0,41.460,3.566,15.875,79.911,434.621,0.091
361,7,14,357.292,424.314,0,34.455,3.119,12.014,52.091,244.371,0.091
362,7,15,357.521,425.865,0,22.213,2.151,5.578,15.985,49.139,0.091
363,8,1,112.135,34.066,0,49.215,3.979,20.054,114.922,713.719,0.280
364,8,2,108.403,35.930,0,49.108,3.975,20.018,114.737,713.362,0.253
365,8,3,105.883,35.780,0,49.111,4.012,20.037,113.700,701.438,0.259
366,8,4,101.732,36.013,0,49.750,4.053,20.765,120.959,764.064,0.192
367,8,5,99.569,37.330,0,48.909,3.943,19.612,111.131,684.310,0.100
368,8,6,95.891,39.302,0,49.099,3.950,19.783,112.915,700.437,0.209
369,8,7,92.380,38.970,0,49.469,4.044,20.666,119.977,754.823,0.100
370,8,8,89.584,41.066,0,49.061,4.004,20.122,114.546,705.760,0.100
371,8,9,87.110,41.011,0,49.184,3.988,20.131,115.455,717.151,0.103
372,8,10,82.996,41.557,0,49.643,4.073,20.726,119.640,749.550,0.100
373,8,11,80.384,43.949,0,49.296,3.976,20.010,114.560,711.368,0.340
374,8,12,76.843,43.712,0,49.649,4.044,20.617,119.595,753.336,0.103
375,8,13,73.764,44.783,0,49.648,4.042,20.611,119.518,751.896,0.091
376,8,14,70.730,45.957,0,49.461,4.041,20.658,120.074,756.584,0.182
377,8,15,68.119,48.346,0,49.024,3.946,19.712,112.111,692.256,0.091
378,8,16,64.686,48.418,0,49.258,4.043,20.386,116.659,724.710,0.136
379,8,17,62.725,49.893,0,48.845,3.982,19.643,110.056,670.832,0.110
380,8,18,59.223,52.159,0,48.814,3.967,19.835,112.691,694.216,0.163
381,8,19,56.759,52.452,0,48.525,3.948,19.557,110.249,675.557,0.100
382,8,20,53.363,54.903,0,48.766,3.954,19.795,112.771,696.796,0.100
383,8,21,50.468,56.331,0,48.867,3.950,19.590,110.449,675.903,0.115
384,8,22,48.115,56.872,0,48.296,3.925,19.428,110.037,680.433,0.100
385,8,23,44.942,59.600,0,48.455,3.956,19.408,108.129,655.348,0.103
386,8,24,42.466,60.136,0,48.443,3.915,19.370,109.063,666.359,0.100
387,8,25,39.143,62.670,0,48.667,3.942,19.535,110.443,680.156,0.100
388,8,26,35.616,62.907,0,49.347,4.019,20.398,117.705,736.612,0.201
389,8,27,33.148,65.413,0,48.863,3.945,19.699,111.956,690.578,0.106
390,8,28,30.220,66.721,0,48.781,3.954,19.574,110.405,678.044,0.100
391,8,29,27.765,67.074,0,48.714,3.935,19.590,111.291,688.100,0.125
392,8,30,24.849,68.493,0,48.474,3.957,19.592,110.376,676.207,0.100
393,8,31,21.924,69.969,0,48.733,3.974,19.996,114.307,707.614,0.100
394,8,32,18.525,72.334,0,48.896,3.931,19.532,110.327,675.720,0.105
395,8,33,15.647,73.804,0,48.725,3.971,19.523,108.926,660.861,0.100
396,8,34,12.095,73.938,0,49.418,4.061,20.937,123.073,785.902,0.100
397,9,1,362.477,295.185,0,47.914,3.944,19.313,107.389,649.231,0.100
398,9,2,365.887,294.402,0,48.484,4.019,20.145,114.457,705.532,0.100
399,9,3,368.488,292.447,0,48.863,4.010,20.086,114.052,701.958,0.115
400,9,4,369.989,290.471,0,48.534,3.916,19.411,109.772,675.182,0.100
401,9,5,372.609,288.473,0,48.344,3.905,19.191,107.362,652.525,0.100
402,9,6,375.120,286.441,0,48.466,3.946,19.408,108.506,659.478,0.100
403,9,7,377.811,283.293,0,48.258,3.897,19.097,106.719,649.226,0.100
404,9,8,380.440,281.261,0,48.287,3.893,19.147,106.964,647.465,0.100
405,9,9,382.905,279.240,0,48.354,3.986,19.466,107.495,644.869,0.100
406,9,10,385.615,277.305,0,48.034,3.885,19.111,107.001,649.948,0.100
407,9,11,389.129,276.649,0,49.114,4.026,20.317,116.739,729.967,0.102
408,9,12,386.626,278.702,0,48.507,3.894,19.142,106.871,646.576,0.100
409,9,13,383.881,280.451,0,48.313,3.933,19.278,107.432,651.389,0.091
410,9,14,381.113,282.188,0,48.021,3.943,19.588,110.637,677.891,0.091
411,9,15,378.397,283.942,0,48.432,3.937,19.622,111.325,685.274,0.091
412,9,16,375.363,285.387,0,48.862,3.951,19.611,110.689,678.274,0.100
413,9,17,372.852,285.701,0,48.629,3.967,19.589,109.940,671.138,0.108
414,9,18,369.905,287.087,0,48.710,3.964,19.921,113.863,705.416,0.232
415,9,19,369.060,287.230,0,49.193,3.978,19.951,114.201,712.116,0.125
416,9,20,369.837,288.904,0,48.283,3.933,19.420,108.629,657.604,0.100
417,9,21,368.241,288.973,0,49.705,4.014,20.353,117.448,735.637,0.104
418,9,22,367.822,287.383,0,48.596,4.042,20.202,114.372,703.133,0.105
419,9,23,368.590,288.000,0,49.226,4.035,20.582,119.406,751.431,0.102
420,9,24,369.325,288.248,0,49.685,3.974,19.969,114.071,706.620,0.111
421,9,25,369.017,289.128,0,48.681,4.019,20.312,117.197,737.517,0.100
422,9,26,369.182,288.538,0,49.488,4.004,20.187,115.814,721.657,0.135
423,9,27,370.063,288.998,0,49.743,4.030,20.272,116.335,728.756,0.129
424,9,28,369.851,288.318,0,49.166,4.066,20.405,115.746,711.980,0.125
425,9,29,370.277,288.963,0,49.506,3.983,20.152,116.337,730.317,0.131
426,9,30,369.518,288.941,0,49.304,3.995,20.145,115.933,726.460,0.113
427,9,31,370.099,292.102,0,49.389,3.985,20.132,116.028,727.316,0.158
428,9,32,370.472,296.245,0,49.721,4.072,20.655,118.726,740.248,0.109
429,9,33,372.437,299.111,0,49.274,3.964,19.888,113.504,703.081,0.108
430,9,34,371.767,302.560,0,49.046,4.027,20.415,117.593,734.536,0.100
431,9,35,372.491,305.610,0,47.095,4.046,20.432,116.901,724.941,0.100
432,9,36,373.353,309.814,0,54.861,4.990,30.734,214.056,1617.083,0.100
433,9,37,372.454,313.024,0,68.565,5.116,31.136,211.307,1547.129,0.111
434,9,38,372.230,314.580,0,78.047,4.632,26.555,174.159,1250.395,0.111
435,9,39,374.542,314.798,0,76.280,4.849,29.101,198.909,1484.181,0.111
436,9,40,375.617,314.929,0,72.534,4.698,27.124,178.854,1292.553,0.111
437,9,41,377.834,311.021,0,53.482,4.760,29.339,207.186,1586.119,0.100
438,9,42,380.920,308.100,0,47.693,3.902,19.364,109.718,676.326,0.100
439,9,43,384.333,307.904,0,49.095,4.034,20.590,119.439,750.771,0.101
440,9,44,387.231,306.467,0,49.227,4.024,20.312,116.571,726.713,0.101
441,9,45,389.158,304.924,0,48.778,3.943,19.697,112.387,698.525,0.162
442,9,46,393.128,303.734,0,49.154,4.066,20.609,118.739,744.389,0.131
443,9,47,395.002,302.076,0,48.646,3.973,19.978,114.096,705.399,0.100
444,9,48,397.843,300.514,0,48.382,3.918,19.412,109.665,673.390,0.100
445,9,49,400.950,297.761,0,48.462,3.943,19.536,110.588,683.570,0.100
446,9,50,403.286,296.992,0,48.017,3.935,19.607,111.485,689.839,0.100
447,9,51,406.069,293.931,0,48.340,3.934,19.854,115.134,729.594,0.118
448,9,52,409.601,293.270,0,48.806,4.007,20.126,114.644,707.641,0.111
449,9,53,412.414,291.673,0,48.879,4.028,20.147,114.145,701.596,0.111
450,9,54,415.219,290.029,0,49.164,4.025,20.484,118.505,743.158,0.103
451,9,55,417.189,287.072,0,48.615,3.931,19.366,108.006,651.761,0.100
452,10,1,252.246,339.984,0,49.232,3.971,19.985,114.723,715.984,0.254
453,10,2,255.487,339.258,0,49.184,4.005,19.948,112.787,692.660,0.398
454,10,3,257.902,339.401,0,49.178,3.984,20.000,114.532,714.191,0.295
455,10,4,262.073,339.030,0,49.778,4.051,20.793,121.637,772.992,0.192
456,10,5,265.039,337.236,0,49.562,4.003,20.104,115.425,724.009,0.167
457,10,6,267.522,337.555,0,49.175,3.983,19.961,113.781,703.918,0.216
458,10,7,270.744,337.195,0,49.616,4.003,20.033,114.172,708.239,0.241
459,10,8,274.740,336.065,0,49.421,3.993,20.109,115.013,713.180,0.175
460,10,9,277.982,335.709,0,49.607,3.977,20.099,115.967,727.989,0.277
461,10,10,281.127,335.207,0,49.282,3.999,20.087,114.411,706.014,0.109
462,10,11,283.658,335.682,0,49.289,3.986,20.032,114.497,709.935,0.340
463,10,12,287.616,334.375,0,49.217,3.975,19.977,114.035,705.109,0.101
464,10,13,290.055,334.764,0,49.442,3.995,20.245,117.111,737.201,0.131
465,10,14,293.974,333.308,0,49.385,4.016,20.059,113.955,705.040,0.102
466,10,15,297.078,332.594,0,49.363,3.996,20.004,113.992,706.675,0.167
467,10,16,299.615,332.825,0,49.337,3.969,19.927,113.889,706.302,0.140
468,10,17,302.785,332.068,0,49.082,3.989,20.150,115.633,718.690,0.125
469,10,18,305.917,331.293,0,49.152,3.991,20.039,114.843,717.414,0.127
470,10,19,309.726,329.531,0,49.374,3.953,19.768,112.418,693.332,0.146
471,10,20,313.185,329.922,0,49.782,4.068,20.950,122.666,778.265,0.100
472,10,21,315.956,327.780,0,49.400,3.963,19.869,113.532,704.890,0.133
473,10,22,319.232,327.174,0,49.260,4.005,20.144,114.778,707.977,0.103
474,10,23,322.415,326.545,0,49.171,3.970,19.930,113.655,702.096,0.105
475,10,24,325.549,325.791,0,49.353,3.967,19.893,113.464,701.953,0.101
476,10,25,328.748,325.059,0,49.393,3.984,20.034,114.496,709.683,0.119
477,10,26,331.940,324.461,0,49.256,4.008,20.084,114.679,713.659,0.198
478,10,27,334.414,324.751,0,49.278,3.976,19.958,113.988,706.431,0.111
479,10,28,338.229,323.040,0,48.887,4.000,20.062,113.953,700.544,0.118
480,10,29,341.357,322.172,0,48.802,3.983,19.960,113.403,697.494,0.101
481,10,30,344.808,322.416,0,49.352,4.047,20.476,117.451,730.530,0.100
482,10,31,347.897,321.422,0,49.414,4.052,20.515,117.786,733.528,0.100
483,10,32,351.009,320.532,0,49.513,4.079,20.732,119.417,746.412,0.109
484,10,33,353.900,318.657,0,49.492,3.953,19.828,113.410,705.098,0.113
485,10,34,356.276,318.859,0,48.696,3.938,19.614,111.295,686.054,0.111
486,10,35,359.213,318.097,0,46.320,3.861,18.955,106.202,646.785,0.100
487,10,36,363.084,317.432,0,44.500,3.880,19.153,108.427,670.991,0.100
488,11,7,188.905,386.817,0,49.488,3.974,19.978,114.511,713.610,0.169
489,11,8,192.202,386.303,0,49.583,4.009,19.973,112.928,693.767,0.290
490,11,9,195.338,385.650,0,49.344,3.968,19.922,113.664,702.834,0.114
491,11,10,198.436,384.803,0,49.335,3.966,19.849,113.125,700.358,0.109
492,11,11,201.558,383.883,0,49.217,3.959,19.820,113.007,699.644,0.135
493,11,12,205.054,384.492,0,49.721,4.091,20.902,121.187,763.035,0.147
494,11,13,207.288,383.502,0,49.303,3.993,20.011,114.011,705.323,0.118
495,11,14,210.513,383.021,0,49.657,3.997,20.204,116.055,722.276,0.237
496,11,15,214.419,381.577,0,49.298,3.995,19.999,113.735,702.026,0.165
497,11,16,217.872,382.264,0,49.650,4.053,20.656,119.549,750.595,0.100
498,11,17,220.039,381.080,0,49.113,4.016,20.458,118.452,743.056,0.103
499,11,18,223.860,379.420,0,49.278,3.988,19.938,113.527,703.519,0.127
500,11,19,226.991,378.667,0,49.503,3.960,19.916,114.326,713.999,0.179
501,11,20,229.527,378.794,0,49.332,3.968,19.911,113.719,704.847,0.124
502,11,21,233.353,377.089,0,48.964,4.001,20.106,114.446,704.952,0.100
503,11,22,236.520,376.315,0,49.110,3.999,19.921,112.708,692.702,0.103
504,11,23,239.693,375.637,0,49.380,3.956,19.799,112.693,695.684,0.169
505,11,24,243.116,376.029,0,49.854,4.059,20.861,122.004,773.986,0.100
506,11,25,245.246,374.722,0,48.965,3.948,19.691,111.973,692.355,0.100
507,11,26,248.811,372.647,0,48.730,3.949,19.686,111.873,691.118,0.100
508,11,27,252.330,372.799,0,49.467,4.085,20.599,117.464,726.604,0.101
509,11,28,255.021,370.561,0,49.300,3.959,19.912,114.303,713.691,0.102
510,11,29,258.191,369.730,0,49.277,3.961,19.887,113.733,706.362,0.194
511,11,30,260.796,370.048,0,49.664,4.019,20.137,114.948,715.132,0.135
512,11,31,264.769,368.828,0,49.347,3.983,20.031,114.694,713.137,0.180
513,11,32,268.051,368.564,0,49.752,3.970,20.096,116.353,733.613,0.156
514,11,33,271.390,369.469,0,49.499,4.049,20.462,117.171,727.260,0.246
515,11,34,273.696,368.523,0,49.227,3.987,20.007,114.315,709.533,0.150
516,11,35,277.649,367.187,0,49.621,4.004,19.912,112.439,690.234,0.191
517,11,36,280.927,366.911,0,49.438,4.009,20.400,118.741,753.840,0.159
518,11,37,283.357,367.397,0,49.290,3.997,20.015,113.922,704.040,0.226
519,11,38,287.538,367.576,0,49.711,4.056,20.455,116.750,722.013,0.232
520,11,39,290.680,366.099,0,49.431,4.004,20.191,115.474,715.116,0.198
521,11,40,294.000,367.306,0,49.663,4.055,20.719,120.755,766.284,0.128
522,11,41,293.156,367.256,0,48.407,4.047,20.072,112.234,679.890,0.103
523,11,42,294.357,366.616,0,49.808,3.982,20.026,114.339,707.271,0.101
524,11,43,294.338,367.591,0,48.090,3.931,19.316,107.932,655.340,0.100
525,11,44,293.025,366.686,0,49.592,4.041,20.624,119.892,757.608,0.193
526,11,45,292.241,367.252,0,48.544,4.024,19.961,111.860,679.348,0.100
527,11,46,292.927,368.525,0,48.351,4.022,19.895,111.364,677.575,0.100
528,11,47,293.315,368.208,0,49.180,3.950,19.718,111.958,689.566,0.122
529,11,48,293.376,368.139,0,47.529,3.944,19.610,110.897,680.495,0.100
530,11,49,293.108,369.113,0,46.717,3.845,18.721,103.797,624.523,0.100
531,11,50,291.942,366.417,0,56.901,5.080,31.497,217.321,1605.705,0.100
532,11,51,291.325,362.497,0,68.393,4.942,31.705,232.892,1845.867,0.111
533,11,52,289.912,365.414,0,78.329,5.039,30.812,213.276,1604.004,0.111
534,11,53,289.810,365.563,0,87.226,4.318,22.712,135.465,881.869,0.111
535,11,54,290.438,366.417,0,76.709,4.048,20.111,112.522,681.034,0.100
536,11,55,290.768,368.474,0,83.013,4.322,23.489,147.055,1013.287,0.100
537,11,56,291.405,371.077,0,77.999,4.596,27.515,190.260,1433.087,0.100
538,11,57,290.327,372.505,0,68.809,5.015,32.919,245.214,1954.600,0.111
539,11,58,290.553,370.042,0,58.381,5.142,30.880,206.449,1491.935,0.100
540,11,59,291.223,369.833,0,51.345,4.523,26.495,178.849,1318.341,0.100
541,11,60,290.751,369.311,0,48.922,4.018,20.397,118.339,749.940,0.100
542,11,61,290.994,367.269,0,48.338,3.913,19.456,110.431,681.763,0.165
543,11,62,291.480,367.873,0,48.344,3.934,19.558,110.678,679.819,0.215
544,11,63,291.330,369.433,0,49.494,3.981,19.889,113.030,697.683,0.161
545,11,64,290.122,368.259,0,48.590,3.937,19.636,111.504,687.448,0.148
546,11,65,289.738,365.787,0,48.531,3.936,19.505,110.108,675.970,0.109
547,11,66,288.316,361.860,0,49.342,4.028,20.478,118.553,745.731,0.100
548,11,67,286.589,360.092,0,48.337,3.916,19.423,109.846,675.012,0.093
549,11,68,284.974,356.320,0,48.850,4.028,20.482,118.461,743.669,0.091
550,11,69,283.239,354.542,0,48.234,3.935,19.295,107.446,649.827,0.091
551,11,70,280.612,351.344,0,48.184,3.893,19.040,105.848,638.481,0.108
552,11,71,279.020,348.624,0,47.679,3.933,19.019,104.069,618.315,0.100
553,11,72,277.418,345.898,0,46.963,3.840,18.642,102.913,616.291,0.091
554,11,73,276.817,343.306,0,47.524,3.902,19.319,109.007,667.438,0.091
555,11,74,275.343,340.328,0,48.495,3.944,19.537,110.203,675.936,0.092
556,11,75,273.980,336.412,0,49.117,4.024,20.443,118.038,739.065,0.117
557,11,76,272.348,333.574,0,49.173,4.008,20.152,115.026,711.976,0.128
558,11,77,269.587,331.417,0,48.320,3.910,19.333,108.727,663.120,0.111
559,11,78,269.100,328.931,0,48.597,3.958,19.830,113.918,715.383,0.104
560,11,79,266.448,325.752,0,48.419,3.949,19.416,108.461,658.693,0.126
561,11,80,265.935,323.268,0,48.345,3.924,19.496,110.209,675.387,0.100
562,11,81,263.224,320.055,0,48.583,3.931,19.632,111.871,693.078,0.106
563,11,82,261.512,317.310,0,48.445,3.925,19.368,108.785,663.945,0.100
564,11,83,260.947,313.877,0,48.976,4.066,20.525,117.868,738.161,0.153
565,11,84,259.328,311.064,0,49.153,4.045,20.744,121.413,773.169,0.102
566,11,85,256.575,308.876,0,48.460,3.916,19.377,109.048,666.189,0.139
567,11,86,255.138,305.961,0,48.591,3.956,19.752,113.067,708.231,0.100
568,11,87,253.534,303.132,0,48.341,3.911,19.320,108.862,667.254,0.100
569,11,88,253.021,299.672,0,48.793,4.001,20.219,116.120,722.830,0.100
570,11,89,251.084,297.977,0,47.325,3.895,19.184,107.280,649.513,0.110
571,11,90,248.161,295.061,0,47.604,3.876,19.118,107.821,662.353,0.100
572,11,91,247.346,292.763,0,47.894,3.914,19.074,105.556,634.393,0.100
573,11,92,244.360,289.816,0,48.476,3.906,19.198,107.035,646.414,0.103
574,11,93,243.618,286.429,0,49.078,4.028,20.134,113.889,698.191,0.212
575,11,94,240.725,284.445,0,48.316,3.920,19.353,108.740,663.454,0.136
576,11,95,239.949,281.033,0,48.559,4.047,20.497,118.652,751.191,0.100
577,11,96,238.084,278.380,0,48.637,4.017,20.310,116.647,726.577,0.092
578,11,97,236.264,276.742,0,48.112,3.946,19.369,107.985,654.323,0.092
579,11,98,234.438,273.041,0,48.521,4.002,20.265,117.105,736.403,0.100
580,11,99,231.503,271.001,0,48.158,3.929,19.551,110.848,682.586,0.111
581,11,100,229.690,268.439,0,48.228,3.910,19.229,107.608,653.904,0.181
582,11,101,227.816,265.797,0,48.368,3.931,19.397,108.925,665.066,0.103
583,11,102,227.080,262.318,0,48.595,4.015,20.303,116.645,727.025,0.100
584,11,103,223.918,260.594,0,47.879,3.919,19.376,109.152,668.657,0.100
585,11,104,222.904,257.231,0,48.475,4.057,20.164,112.985,685.906,0.219
586,11,105,219.887,255.513,0,47.975,3.913,19.316,108.550,662.514,0.111
587,11,106,219.065,252.052,0,48.432,4.065,20.635,119.767,761.178,0.111
588,11,107,217.004,250.609,0,47.697,3.949,19.359,107.927,655.203,0.111
589,11,108,214.932,248.091,0,48.240,3.945,19.619,111.754,695.993,0.111
590,11,109,212.830,245.609,0,47.764,3.912,19.314,108.651,664.279,0.111
591,11,110,210.715,243.146,0,48.321,3.916,19.396,109.283,667.803,0.233
592,11,111,207.586,240.443,0,48.085,3.893,19.023,105.741,638.444,0.111
593,11,112,205.521,237.961,0,48.487,3.911,19.374,109.538,673.797,0.144
594,11,113,204.270,234.671,0,48.204,3.971,19.799,112.066,687.834,0.112
595,11,114,201.051,233.330,0,48.236,3.929,19.530,110.539,679.024,0.117
596,11,115,198.783,230.945,0,47.858,3.919,19.252,107.884,659.176,0.100
597,11,116,197.547,227.640,0,48.398,3.983,19.824,111.970,686.328,0.143
598,11,117,195.350,225.199,0,48.241,3.997,19.928,112.627,690.225,0.100
599,11,118,193.252,223.944,0,48.402,3.920,19.507,111.051,689.327,0.169
600,11,119,190.782,220.582,0,48.373,3.999,19.842,111.615,681.782,0.106
601,11,120,187.507,219.244,0,48.504,3.915,19.383,109.142,666.398,0.100
602,11,121,185.267,216.928,0,48.288,3.914,19.405,110.070,680.771,0.109
603,11,122,183.018,214.543,0,48.033,3.921,19.426,109.665,672.936,0.121
604,11,123,181.864,211.182,0,48.367,4.041,20.021,111.880,677.397,0.290
605,11,124,179.938,209.704,0,47.786,3.921,19.446,110.021,677.412,0.100
606,11,125,177.032,206.723,0,48.210,3.986,19.501,107.963,649.326,0.131
607,11,126,176.383,204.251,0,48.236,3.901,19.178,107.475,654.949,0.151
608,11,127,173.613,201.083,0,48.063,3.932,19.547,110.578,678.826,0.143
609,11,128,171.873,198.469,0,48.207,3.916,19.356,108.821,663.734,0.133
610,11,129,170.213,195.562,0,48.581,3.969,19.527,109.004,661.233,0.151
611,11,130,168.493,192.863,0,48.347,3.937,19.282,107.296,649.346,0.103
612,11,131,166.782,190.047,0,48.078,3.943,19.590,110.656,678.156,0.103
613,11,132,164.938,187.494,0,48.180,3.925,19.453,109.610,669.927,0.101
614,11,133,163.087,184.824,0,48.164,3.981,19.438,107.344,643.722,0.191
615,11,134,162.191,182.495,0,48.084,3.922,19.223,107.190,650.045,0.100
616,11,135,159.981,178.996,0,48.514,4.022,20.250,116.424,731.434,0.101
617,11,136,157.808,177.671,0,48.325,3.937,19.522,110.246,676.608,0.149
618,11,137,155.513,175.415,0,48.241,3.913,19.262,107.882,656.047,0.169
619,11,138,153.111,173.225,0,48.707,3.936,19.550,110.992,687.237,0.106
620,11,139,149.560,171.025,0,48.683,3.938,19.583,110.832,680.686,0.240
621,11,140,147.142,169.008,0,48.578,3.944,19.804,113.727,711.360,0.266
622,11,141,144.665,166.763,0,48.664,3.924,19.450,109.632,670.526,0.162
623,11,142,143.378,164.620,0,48.303,3.936,19.406,108.908,664.507,0.110
624,11,143,140.923,162.474,0,48.745,3.978,19.769,112.007,692.072,0.148
625,11,144,137.281,160.499,0,48.277,3.915,19.147,106.515,644.190,0.102
626,11,145,135.467,157.521,0,48.220,3.962,19.616,110.240,672.265,0.158
627,11,146,131.977,157.030,0,48.577,3.962,19.938,115.137,726.942,0.139
628,11,147,129.145,155.426,0,49.021,3.962,19.644,110.918,681.432,0.161
629,11,148,126.333,153.799,0,49.306,3.988,20.021,113.982,702.579,0.176
630,11,149,124.588,151.991,0,49.140,3.983,20.040,114.522,708.942,0.161
631,11,150,120.714,150.501,0,48.814,3.942,19.495,109.677,670.337,0.134
632,11,151,119.144,148.384,0,48.888,3.948,19.586,110.801,682.388,0.167
633,11,152,115.454,146.530,0,48.342,3.930,19.324,108.072,656.802,0.190
634,11,153,112.843,144.592,0,48.630,3.929,19.421,109.353,669.555,0.142
635,11,154,111.320,142.574,0,48.949,3.963,19.660,110.949,680.527,0.100
636,11,155,108.226,139.817,0,48.371,3.970,19.875,113.027,696.715,0.108
637,11,156,104.830,139.139,0,48.417,3.944,19.647,111.346,684.470,0.176
638,11,157,102.975,136.071,0,48.244,4.006,20.246,117.042,738.924,0.091
639,11,158,99.539,135.376,0,49.117,3.941,19.640,111.294,683.739,0.100
640,11,159,96.806,133.657,0,49.270,3.939,19.607,111.027,682.395,0.101
641,11,160,94.816,130.702,0,48.116,3.995,19.894,112.462,690.747,0.114
642,11,161,91.384,129.989,0,48.630,3.966,19.898,113.654,704.716,0.134
643,11,162,88.786,127.955,0,49.020,3.980,19.923,113.294,698.693,0.126
644,11,163,87.273,125.906,0,48.690,3.996,19.809,111.467,681.778,0.123
645,11,164,84.601,124.149,0,48.737,3.969,19.877,113.139,697.999,0.112
646,11,165,81.288,121.618,0,48.470,3.979,19.895,112.980,695.830,0.125
647,11,166,78.221,120.435,0,48.828,4.011,20.167,115.069,712.333,0.133
648,11,167,75.043,119.537,0,49.017,4.020,20.354,117.216,733.415,0.111
649,11,168,71.887,118.662,0,48.976,4.034,20.388,117.223,732.918,0.115
650,11,169,69.460,118.437,0,49.482,3.980,19.910,113.298,700.095,0.166
651,11,170,65.802,116.484,0,48.604,4.034,20.228,115.069,711.017,0.120
652,11,171,62.736,115.376,0,48.646,4.038,20.194,114.361,702.869,0.205
653,11,172,59.696,114.258,0,48.665,4.043,20.152,113.552,693.932,0.100
