 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
714,14,19,106.319,45.822,0,49.484,3.998,20.156,115.485,717.324,0.112
715,14,20,109.583,45.690,0,49.569,3.996,20.122,115.173,714.957,0.148
716,14,21,113.652,44.855,0,49.423,3.984,20.020,114.425,709.462,0.176
717,14,22,116.943,46.211,0,49.589,4.056,20.809,122.015,779.843,0.101
718,14,23,120.168,44.933,0,49.500,4.004,20.259,116.691,729.878,0.210
719,14,24,123.374,46.602,0,49.395,4.071,20.552,117.329,725.694,0.110
720,14,25,126.762,45.719,0,49.822,3.983,20.088,115.216,716.509,0.151
721,14,26,129.767,47.521,0,49.374,4.039,20.385,116.694,724.749,0.204
722,14,27,132.970,48.085,0,49.181,4.049,20.749,121.518,775.619,0.101
723,14,28,136.106,48.739,0,49.121,4.092,20.566,116.807,719.793,0.125
724,14,29,139.344,49.339,0,49.483,4.030,20.393,117.239,731.351,0.106
725,14,30,142.759,48.514,0,49.923,3.984,20.090,115.151,715.424,0.143
726,14,31,144.983,49.747,0,49.751,4.009,20.340,117.881,744.254,0.172
727,14,32,149.117,49.772,0,49.843,3.997,20.183,115.956,723.099,0.146
728,14,33,152.138,51.628,0,49.409,4.079,20.557,117.248,725.702,0.225
729,14,34,155.555,51.211,0,49.241,3.994,19.789,111.219,679.008,0.110
730,14,35,158.353,53.436,0,48.843,4.016,20.164,114.964,711.477,0.100
731,14,36,161.815,53.031,0,49.577,3.983,20.126,116.016,727.016,0.164
732,14,37,164.930,53.961,0,49.563,4.049,20.439,117.577,738.368,0.151
733,14,38,168.016,55.015,0,49.366,4.034,20.286,116.155,725.190,0.181
734,14,39,170.702,57.324,0,49.163,4.012,20.234,115.848,719.194,0.122
735,14,40,174.185,57.061,0,49.613,4.022,20.349,116.976,729.399,0.134
736,14,41,177.287,57.933,0,49.847,4.003,20.192,115.700,718.608,0.105
737,14,42,179.408,59.264,0,49.560,4.021,20.189,115.168,713.523,0.134
738,14,43,183.583,59.615,0,49.344,3.976,19.828,112.476,692.974,0.100
739,14,44,186.731,60.297,0,49.656,3.991,20.096,114.822,710.502,0.184
740,14,45,189.875,61.136,0,49.787,4.015,20.298,116.395,722.863,0.132
741,14,46,192.542,63.582,0,48.910,4.021,20.138,114.258,702.862,0.100
742,14,47,195.995,63.576,0,49.163,3.996,20.028,114.507,713.482,0.101
743,14,48,198.988,64.794,0,49.356,3.990,20.113,115.904,728.322,0.100
744,14,49,201.453,67.396,0,48.606,3.999,19.989,113.289,696.114,0.100
745,14,50,203.907,67.745,0,49.542,3.985,20.060,115.319,722.051,0.116
746,14,51,207.548,69.827,0,48.859,4.032,20.101,113.308,692.512,0.111
747,14,52,211.023,69.645,0,49.773,3.992,20.264,117.327,738.342,0.122
748,14,53,213.026,71.198,0,49.415,4.036,20.275,116.031,724.097,0.140
749,14,54,217.106,72.044,0,49.604,4.027,20.411,117.568,734.588,0.169
750,14,55,220.143,73.091,0,49.244,4.028,20.195,115.112,714.289,0.100
751,14,56,217.588,73.242,0,49.431,3.993,20.123,115.352,717.313,0.116
752,14,57,213.492,72.678,0,49.381,3.979,19.952,113.510,699.258,0.211
753,14,58,211.350,71.385,0,49.546,3.988,19.980,113.819,703.787,0.177
754,14,59,207.231,71.196,0,49.583,3.983,19.994,114.335,710.443,0.111
755,14,60,205.024,70.189,0,49.516,4.010,20.383,118.264,746.731,0.164
756,14,61,200.891,70.256,0,49.428,4.005,20.211,116.081,724.207,0.124
757,14,62,197.815,68.569,0,49.491,4.052,20.487,117.508,731.342,0.272
758,14,63,195.357,68.857,0,49.843,4.015,20.058,113.817,702.059,0.138
759,14,64,191.209,69.043,0,49.461,4.055,20.182,113.727,696.725,0.105
760,14,65,188.155,67.208,0,49.153,4.077,20.616,118.104,734.667,0.100
761,14,66,184.789,68.043,0,49.671,4.007,20.226,116.059,722.517,0.171
762,14,67,181.599,67.723,0,49.742,3.995,20.105,114.698,708.368,0.096
763,14,68,178.426,66.156,0,49.471,4.089,20.569,116.716,717.062,0.171
764,14,69,176.011,66.569,0,49.553,4.012,20.281,117.120,737.385,0.146
765,14,70,171.882,66.927,0,49.875,4.026,20.347,116.648,725.357,0.102
766,14,71,168.737,65.238,0,49.343,4.091,20.591,116.997,720.252,0.100
767,14,72,165.348,66.220,0,49.712,3.990,20.120,115.279,715.747,0.122
768,14,73,162.311,64.449,0,49.257,4.041,20.360,116.217,719.138,0.091
769,14,74,158.928,65.350,0,49.900,3.994,20.328,118.211,748.143,0.106
770,14,75,155.729,64.919,0,49.623,4.012,20.201,115.246,712.022,0.151
771,14,76,152.508,64.645,0,49.807,3.999,19.927,112.685,691.713,0.100
772,14,77,149.355,63.057,0,49.508,4.098,20.611,116.887,717.910,0.146
773,14,78,146.034,64.140,0,49.733,4.004,20.341,117.866,742.578,0.101
774,14,79,143.705,63.422,0,49.702,3.996,20.073,114.629,710.558,0.157
775,14,80,139.598,64.170,0,49.686,4.000,20.136,115.172,714.211,0.132
776,14,81,136.361,64.267,0,49.474,3.986,20.066,114.741,710.870,0.200
777,14,82,133.106,64.272,0,49.594,3.988,20.174,116.321,728.745,0.115
778,14,83,129.836,62.936,0,49.609,4.055,20.786,121.378,770.021,0.100
779,14,84,126.666,64.515,0,49.718,3.999,19.984,113.412,698.555,0.100
780,14,85,123.315,63.656,0,49.340,4.040,20.480,117.809,734.657,0.196
781,14,86,120.113,64.386,0,49.578,4.080,20.690,118.793,739.674,0.111
782,14,87,116.947,65.277,0,49.554,4.087,20.762,119.836,752.784,0.102
783,14,88,114.220,67.449,0,49.276,3.976,19.854,112.853,697.256,0.183
784,14,89,111.168,68.478,0,49.271,3.945,19.710,112.114,692.319,0.147
785,14,90,108.109,69.548,0,49.198,3.946,19.750,112.643,697.972,0.206
786,14,91,104.603,69.299,0,49.448,4.075,20.555,117.316,726.035,0.177
787,14,92,102.507,70.637,0,48.988,3.971,19.745,111.685,686.566,0.103
788,14,93,99.525,71.880,0,48.739,3.971,19.610,110.127,673.113,0.178
789,14,94,96.035,74.123,0,48.767,3.961,19.921,114.254,711.837,0.103
790,14,95,92.912,75.248,0,48.920,3.964,19.815,113.040,702.357,0.104
791,14,96,89.341,74.745,0,49.512,4.039,20.498,118.033,736.584,0.091
792,14,97,87.165,75.906,0,49.095,3.998,20.237,116.349,724.360,0.091
793,14,98,83.483,77.813,0,48.953,3.966,19.828,112.527,691.963,0.104
794,14,99,79.983,77.626,0,49.484,4.048,20.659,120.163,760.188,0.111
795,14,100,77.523,80.153,0,49.018,3.949,19.670,111.499,686.094,0.112
796,14,101,75.011,80.413,0,48.682,3.958,19.844,113.396,703.881,0.131
797,14,102,71.992,81.632,0,48.689,3.962,19.836,113.398,705.783,0.100
798,14,103,68.975,82.839,0,48.786,3.968,19.874,113.900,712.768,0.100
799,14,104,65.540,85.167,0,48.877,3.943,19.628,111.085,681.821,0.111
800,14,105,63.148,85.653,0,48.449,3.924,19.440,109.928,676.658,0.194
801,14,106,59.356,87.296,0,48.968,4.044,20.205,114.109,698.375,0.112
802,14,107,57.378,90.230,0,48.351,3.918,19.366,108.961,665.606,0.116
803,14,108,54.633,91.958,0,48.539,3.917,19.321,108.137,655.674,0.113
804,14,109,51.798,93.618,0,48.380,3.951,19.381,107.931,653.419,0.255
805,14,110,49.274,94.093,0,48.358,3.924,19.494,110.190,675.296,0.183
806,14,111,45.989,96.617,0,48.551,3.972,19.584,109.729,669.246,0.113
807,14,112,43.640,97.294,0,48.335,3.932,19.445,109.392,668.125,0.147
808,14,113,40.737,100.233,0,48.278,3.928,19.351,108.420,660.047,0.180
809,14,114,38.209,102.253,0,48.128,3.912,19.289,108.052,656.220,0.114
810,14,115,35.917,103.256,0,48.107,3.938,19.635,111.379,685.032,0.100
811,14,116,32.344,105.341,0,48.644,4.012,19.943,112.167,683.903,0.171
812,14,117,30.855,107.232,0,48.057,3.925,19.373,108.943,666.481,0.113
813,14,118,27.085,109.042,0,48.770,4.068,20.720,120.686,769.122,0.100
814,14,119,25.118,111.987,0,48.461,3.931,19.581,110.996,682.408,0.108
815,14,120,21.634,112.655,0,48.923,3.997,20.054,114.244,705.728,0.100
816,14,121,19.765,115.621,0,48.195,3.934,19.199,106.276,639.023,0.109
817,14,122,17.141,117.524,0,48.006,3.900,19.251,108.193,659.988,0.121
818,14,123,13.931,118.725,0,48.351,3.982,19.988,114.081,706.415,0.293
819,14,124,12.734,122.009,0,48.380,3.942,19.573,110.258,672.823,0.110
820,15,35,103.127,302.729,0,49.043,3.949,19.782,112.974,701.165,0.157
821,15,36,100.073,303.849,0,49.089,3.966,19.978,114.836,717.958,0.107
822,15,37,97.153,305.163,0,48.583,3.968,19.832,112.586,692.986,0.127
823,15,38,93.642,305.248,0,49.270,4.071,20.527,117.270,727.347,0.124
824,15,39,91.135,307.715,0,48.954,3.941,19.709,112.338,695.764,0.111
825,15,40,88.093,308.876,0,49.059,3.968,19.990,114.875,717.864,0.213
826,15,41,85.524,308.894,0,49.009,4.002,19.900,112.412,690.302,0.101
827,15,42,81.949,310.991,0,49.123,3.980,20.120,116.352,733.621,0.100
828,15,43,78.405,310.842,0,49.384,4.034,20.511,118.419,740.872,0.101
829,15,44,75.783,313.180,0,49.095,3.958,19.791,112.888,700.653,0.100
830,15,45,72.749,314.274,0,48.885,3.954,19.690,111.744,689.764,0.186
831,15,46,69.219,314.060,0,49.438,4.052,20.750,120.744,761.766,0.118
832,15,47,66.590,316.385,0,48.998,3.958,19.664,111.199,683.398,0.189
833,15,48,64.094,316.476,0,48.805,3.960,19.819,113.112,701.826,0.255
834,15,49,60.066,317.434,0,49.399,4.064,20.729,120.470,762.332,0.110
835,15,50,58.038,318.806,0,48.854,3.979,19.934,114.031,711.044,0.128
836,15,51,54.340,320.763,0,49.052,3.991,19.823,111.930,687.474,0.194
837,15,52,50.833,320.435,0,49.499,4.062,20.582,118.421,740.184,0.113
838,15,53,48.134,322.664,0,49.334,3.957,19.855,113.494,704.772,0.111
839,15,54,44.637,322.374,0,49.427,4.068,20.549,117.543,729.176,0.114
840,15,55,41.524,323.310,0,49.387,4.073,20.548,117.237,725.019,0.100
841,15,56,38.392,324.064,0,49.343,4.047,20.728,120.664,761.224,0.100
842,15,57,36.195,325.171,0,49.421,3.976,20.018,114.781,714.415,0.197
843,15,58,32.260,326.635,0,49.183,3.963,19.882,113.433,701.822,0.127
844,15,59,28.851,325.737,0,49.585,4.054,20.684,120.046,756.781,0.100
845,15,60,25.790,327.498,0,49.515,3.974,19.966,113.998,705.569,0.102
846,15,61,22.514,327.784,0,49.609,3.999,20.126,114.759,708.005,0.207
847,15,62,20.064,327.301,0,49.461,4.007,20.323,117.808,744.759,0.310
848,15,63,16.129,328.599,0,49.355,3.959,19.924,114.371,713.495,0.142
849,15,64,12.726,327.625,0,49.552,4.049,20.522,118.072,736.982,0.100
850,16,41,379.077,323.567,0,44.993,3.863,19.117,109.179,686.793,0.100
851,16,42,380.292,326.379,0,47.730,3.868,18.844,104.452,628.547,0.100
852,16,43,382.530,329.760,0,48.778,3.956,19.656,111.212,684.137,0.117
853,16,44,382.441,333.264,0,49.514,4.060,20.561,118.129,736.647,0.257
854,16,45,383.519,336.325,0,49.485,4.051,20.517,117.944,735.728,0.100
855,16,46,384.725,339.372,0,49.527,4.036,20.502,118.288,740.041,0.126
856,16,47,386.146,341.380,0,48.938,3.948,19.716,112.197,693.578,0.178
857,16,48,388.284,344.995,0,48.878,3.962,19.869,113.495,704.282,0.231
858,16,49,388.149,348.497,0,49.310,4.082,20.497,116.226,714.340,0.144
859,16,50,390.394,351.144,0,49.130,3.978,19.843,112.743,696.925,0.133
860,16,51,391.360,354.264,0,49.114,3.967,19.765,112.154,691.959,0.194
861,16,52,391.385,356.766,0,49.023,3.950,19.689,111.759,688.972,0.204
862,16,53,393.356,360.448,0,48.968,3.937,19.605,111.058,682.412,0.111
863,16,54,394.382,363.531,0,49.022,3.938,19.609,111.016,681.589,0.100
864,16,55,395.421,366.609,0,49.106,3.940,19.624,111.131,682.420,0.100
865,16,56,395.067,370.125,0,49.810,4.067,20.959,122.873,780.976,0.100
866,16,57,396.027,373.232,0,49.818,4.059,20.846,121.661,769.322,0.111
867,16,58,398.305,375.924,0,49.148,3.990,20.041,114.910,718.358,0.126
868,16,59,399.366,379.001,0,49.120,3.955,19.837,113.443,705.173,0.112
869,16,60,400.681,381.876,0,48.651,3.928,19.584,111.323,687.642,0.107
870,16,61,402.186,384.707,0,48.414,3.947,19.621,110.790,678.087,0.121
871,16,62,402.741,387.073,0,48.261,3.933,19.603,111.866,696.662,0.192
872,16,63,404.536,389.788,0,48.238,3.890,19.099,106.904,650.435,0.100
873,16,64,407.517,392.679,0,48.196,3.895,19.064,106.269,643.955,0.100
874,16,65,408.296,395.028,0,48.180,3.917,19.413,109.485,669.776,0.134
875,16,66,411.206,398.123,0,48.338,3.913,19.370,109.237,669.833,0.100
876,16,67,412.952,400.821,0,48.107,3.921,19.558,111.392,690.277,0.093
877,16,68,413.737,404.227,0,48.598,3.994,20.109,115.142,715.398,0.091
878,16,69,415.725,405.786,0,48.554,3.909,19.246,108.097,660.812,0.091
879,17,54,91.536,1.612,0,8.528,1.447,2.624,5.348,11.978,0.100
880,17,55,92.078,2.737,0,23.220,2.306,6.563,21.289,76.154,0.100
881,17,56,91.002,3.980,0,29.361,2.757,9.498,37.348,161.052,0.100
882,18,56,239.304,352.628,0,48.289,3.933,19.415,108.990,664.510,0.100
883,18,57,242.281,349.786,0,48.129,3.924,19.342,108.478,661.184,0.111
884,18,58,245.143,348.101,0,48.533,3.993,19.563,108.479,653.680,0.100
885,18,59,248.066,346.589,0,48.445,3.944,19.721,112.694,701.352,0.141
886,18,60,250.963,345.012,0,48.525,3.948,19.843,113.977,712.740,0.136
887,18,61,253.782,343.452,0,48.671,3.932,19.443,109.500,670.499,0.101
888,18,62,257.294,343.143,0,49.413,4.015,20.345,117.199,732.146,0.330
889,18,63,259.573,340.497,0,48.721,3.920,19.430,109.487,668.846,0.103
890,18,64,262.107,340.139,0,48.704,3.986,19.680,110.352,673.314,0.147
891,18,65,265.082,338.826,0,48.745,3.964,19.938,114.191,709.493,0.100
892,18,66,269.083,337.753,0,49.251,4.113,20.848,119.389,741.370,0.100
893,18,67,271.574,335.264,0,49.080,3.974,19.637,110.246,672.938,0.091
894,18,68,274.639,334.118,0,49.285,4.003,19.867,112.011,687.158,0.091
895,18,69,277.120,333.885,0,48.674,3.943,19.717,112.667,701.421,0.091
896,18,70,280.588,331.525,0,48.493,3.931,19.365,108.445,659.530,0.108
897,18,71,283.694,330.294,0,48.246,3.939,19.373,108.371,659.314,0.102
898,18,72,286.288,330.059,0,47.071,3.878,19.100,107.486,658.859,0.091
899,18,73,289.931,328.173,0,48.115,3.938,19.371,108.661,664.943,0.165
900,18,74,293.062,327.525,0,49.207,3.952,19.882,114.322,715.857,0.106
901,18,75,296.529,328.148,0,49.494,4.040,20.562,118.825,743.966,0.183
902,18,76,299.547,326.388,0,49.278,3.978,20.001,114.149,705.424,0.173
903,18,77,302.961,327.111,0,49.753,4.058,20.871,122.485,782.045,0.100
904,18,78,305.920,325.333,0,49.329,3.961,19.960,114.831,718.439,0.187
905,18,79,308.385,325.664,0,49.191,3.981,19.972,113.960,705.559,0.138
906,18,80,312.381,324.370,0,49.569,4.007,20.007,113.393,697.785,0.129
907,18,81,314.845,324.809,0,49.475,3.986,20.087,115.203,717.032,0.201
908,18,82,318.911,323.248,0,46.110,4.019,20.358,117.733,744.564,0.100
909,18,83,322.276,323.501,0,48.309,3.978,19.776,111.596,683.303,0.100
910,18,84,324.618,321.026,0,49.079,3.960,19.842,113.100,699.149,0.104
911,18,85,327.622,319.788,0,48.895,3.951,19.701,111.634,685.860,0.100
912,18,86,330.472,318.369,0,48.751,3.914,19.365,108.898,663.940,0.100
913,18,87,333.491,317.030,0,48.829,3.953,19.682,111.229,681.158,0.103
914,18,88,335.917,316.617,0,48.378,3.930,19.558,110.956,683.756,0.147
915,18,89,339.319,314.167,0,48.903,3.978,19.559,109.082,661.554,0.100
916,18,90,342.212,312.752,0,48.665,3.956,19.667,111.356,685.786,0.126
917,18,91,345.159,311.370,0,48.659,3.970,19.575,109.649,668.090,0.125
918,18,92,347.991,309.848,0,48.490,3.940,19.691,112.199,694.384,0.119
919,18,93,350.428,309.302,0,48.294,3.939,19.357,108.046,654.921,0.139
920,18,94,354.313,307.899,0,49.114,4.068,20.421,116.076,716.878,0.100
921,18,95,357.146,306.191,0,49.019,4.020,20.439,118.280,742.963,0.108
922,18,96,359.197,303.323,0,48.636,3.912,19.269,107.652,651.469,0.091
923,18,97,361.647,302.755,0,48.392,3.910,19.318,108.587,662.153,0.103
924,18,98,364.440,301.088,0,48.347,3.943,19.680,111.875,690.681,0.101
925,18,99,367.492,298.259,0,48.486,3.901,19.245,107.936,656.334,0.112
926,18,100,370.291,296.598,0,48.211,3.930,19.323,108.038,656.605,0.181
927,18,101,373.046,294.901,0,48.367,3.967,19.826,113.726,715.039,0.103
928,18,102,375.520,294.282,0,48.204,3.930,19.300,107.758,653.654,0.101
929,18,103,378.563,291.443,0,48.187,3.923,19.272,107.694,654.014,0.101
930,18,104,380.918,290.742,0,48.342,3.905,19.286,108.362,660.230,0.111
931,18,105,383.936,287.813,0,48.562,3.946,19.574,110.961,686.924,0.137
932,18,106,386.612,286.026,0,48.072,3.919,19.450,109.933,674.727,0.124
933,18,107,389.017,285.294,0,48.105,3.910,19.364,109.735,678.202,0.116
934,18,108,391.883,282.260,0,48.293,3.904,19.191,107.733,659.164,0.119
935,18,109,394.378,281.574,0,48.299,3.928,19.356,108.449,659.689,0.233
936,18,110,397.411,278.767,0,48.419,3.901,19.228,107.796,655.697,0.191
937,18,111,400.911,278.178,0,48.668,4.031,20.640,120.560,765.424,0.111
938,18,112,403.652,276.411,0,48.817,4.015,20.122,114.261,703.089,0.111
939,18,113,405.283,274.573,0,48.180,3.929,19.346,108.326,658.833,0.180
940,18,114,408.189,271.558,0,48.601,3.913,19.310,108.188,657.010,0.111
941,18,115,411.651,270.921,0,48.915,4.031,20.528,118.929,747.840,0.100
942,18,116,413.623,267.976,0,48.032,3.925,19.521,110.593,680.646,0.111
943,18,117,416.116,267.343,0,48.257,3.949,19.399,108.270,656.960,0.113
944,19,57,191.268,400.112,0,48.727,3.946,19.691,111.834,689.379,0.114
945,19,58,189.528,403.933,0,48.934,3.958,19.518,109.534,669.372,0.100
946,19,59,187.463,405.388,0,48.488,3.945,19.593,110.774,680.223,0.141
947,19,60,185.499,409.108,0,48.889,3.941,19.641,111.410,686.160,0.105
948,19,61,183.305,410.450,0,48.229,3.922,19.392,109.109,666.344,0.146
949,19,62,181.101,413.941,0,48.304,3.927,19.450,110.258,682.805,0.180
950,19,63,179.035,416.403,0,48.805,3.949,19.681,111.596,686.558,0.103
951,19,64,176.853,418.821,0,48.444,3.964,19.334,106.799,640.996,0.100
952,19,65,174.712,421.284,0,48.325,3.940,19.436,109.053,665.090,0.144
953,19,66,171.555,422.740,0,45.246,3.947,19.517,109.134,658.904,0.100
954,19,67,171.607,424.238,0,33.693,2.880,10.336,42.094,186.788,0.091
955,19,68,169.856,425.306,0,26.755,2.692,8.882,33.126,135.125,0.091
956,19,69,168.041,427.602,0,16.574,2.009,5.109,14.900,47.772,0.091
957,20,58,290.041,381.230,0,44.190,3.892,18.854,104.516,636.674,0.100
958,20,59,289.943,384.343,0,45.828,3.840,18.251,98.458,577.918,0.100
959,20,60,288.306,387.238,0,48.399,4.007,19.771,110.062,663.286,0.135
960,20,61,288.352,390.376,0,49.514,4.063,20.416,115.888,712.116,0.110
961,20,62,288.355,393.619,0,49.544,4.063,20.483,116.744,720.671,0.241
962,20,63,289.820,396.825,0,49.509,3.993,20.187,116.113,724.810,0.213
963,20,64,289.812,400.118,0,49.713,4.004,20.173,115.427,716.727,0.178
964,20,65,290.015,403.301,0,49.512,4.032,20.322,115.771,713.175,0.108
965,20,66,290.149,406.580,0,49.551,3.993,20.087,114.855,712.102,0.211
966,20,67,289.610,408.981,0,49.420,3.997,20.149,116.109,729.751,0.188
967,20,68,289.349,413.138,0,49.700,4.079,20.649,118.606,740.700,0.105
968,20,69,291.260,416.103,0,49.553,3.968,19.953,114.296,711.224,0.100
969,20,70,291.051,418.581,0,49.197,3.975,20.010,114.632,712.128,0.105
970,20,71,292.567,422.038,0,44.763,3.844,18.753,103.815,620.464,0.100
971,20,72,292.852,423.827,0,35.995,3.115,12.241,54.824,267.319,0.091
972,20,73,293.347,425.404,0,26.273,2.437,7.286,24.559,90.266,0.091
973,20,74,292.227,426.784,0,16.131,1.858,4.143,10.195,27.020,0.091
974,21,65,217.192,65.610,0,49.356,3.964,19.937,114.219,710.404,0.102
975,21,66,214.158,66.368,0,49.448,3.977,19.906,113.473,703.137,0.194
976,21,67,210.990,67.117,0,49.476,3.981,20.120,116.107,729.012,0.193
977,21,68,207.839,67.965,0,48.965,4.001,20.062,113.897,700.055,0.091
978,21,69,204.682,68.788,0,48.894,3.985,19.981,113.575,698.876,0.107
979,21,70,201.563,69.644,0,48.993,3.969,19.880,113.005,695.746,0.105
980,21,71,198.405,70.449,0,49.224,3.957,19.806,112.682,694.985,0.102
981,21,72,197.561,68.672,0,49.478,3.976,19.985,114.144,706.607,0.099
982,21,73,198.266,68.908,0,49.881,4.039,20.486,118.796,752.478,0.096
983,21,74,197.789,67.124,0,49.814,3.987,20.158,116.117,726.296,0.106
984,21,75,198.357,68.146,0,49.605,4.079,20.687,119.042,744.354,0.142
985,21,76,200.005,68.052,0,48.100,3.939,19.657,111.560,686.058,0.102
986,21,77,200.377,69.177,0,49.372,3.988,19.950,113.592,703.273,0.129
987,21,78,198.406,69.452,0,48.483,3.916,19.167,106.597,643.826,0.100
988,21,79,199.770,67.969,0,49.312,4.053,20.235,114.570,705.954,0.102
989,21,80,200.126,69.967,0,48.896,3.978,20.140,116.405,731.654,0.108
990,21,81,200.560,69.528,0,48.192,3.902,19.039,105.585,636.038,0.100
991,21,82,199.047,69.360,0,49.419,4.014,20.255,115.781,716.186,0.120
992,21,83,200.796,68.585,0,49.578,3.996,20.039,114.416,710.223,0.104
993,21,84,204.039,69.229,0,49.712,4.014,20.405,118.082,741.969,0.100
994,21,85,207.197,69.682,0,49.984,3.991,20.121,115.351,717.389,0.100
995,21,86,210.261,71.350,0,49.603,4.041,20.451,117.490,732.123,0.108
996,21,87,213.675,70.627,0,49.526,3.992,19.984,113.719,702.538,0.101
997,21,88,215.900,71.773,0,49.570,4.009,20.405,118.673,751.868,0.100
998,21,89,219.881,72.983,0,49.201,4.058,20.827,121.562,769.817,0.100
999,21,90,223.244,72.000,0,49.572,4.060,20.289,114.780,705.443,0.101
1000,21,91,226.455,72.128,0,49.749,4.012,20.207,115.217,710.778,0.100
1001,21,92,229.714,72.282,0,49.642,3.987,20.073,114.740,710.442,0.229
1002,21,93,232.979,72.724,0,49.404,4.006,20.279,117.126,736.429,0.125
1003,21,94,236.164,72.978,0,49.621,4.015,20.370,117.637,737.489,0.203
1004,21,95,239.352,74.474,0,49.488,4.054,20.485,117.242,727.166,0.100
1005,21,96,242.668,73.340,0,49.686,3.994,19.873,112.330,689.750,0.126
1006,21,97,245.816,73.220,0,49.548,3.989,20.153,115.836,722.503,0.126
1007,21,98,249.013,72.959,0,49.437,4.005,20.344,118.044,745.958,0.100
1008,21,99,252.289,72.765,0,49.589,3.989,20.082,114.892,712.548,0.157
1009,21,100,255.622,74.044,0,49.537,4.050,20.695,120.016,753.709,0.111
1010,21,101,258.862,73.910,0,49.422,4.106,20.775,118.788,736.630,0.100
1011,21,102,262.103,72.734,0,49.449,3.999,20.168,115.893,724.199,0.155
1012,21,103,265.369,72.945,0,49.795,4.040,20.391,116.324,717.602,0.100
1013,21,104,268.505,74.700,0,49.348,4.071,20.494,116.526,717.448,0.111
1014,21,105,271.851,73.649,0,49.313,3.986,20.006,114.482,712.792,0.117
1015,21,106,275.002,75.177,0,49.599,4.051,20.729,121.096,770.388,0.111
1016,21,107,278.297,74.001,0,49.760,4.030,20.315,115.851,714.858,0.111
1017,21,108,281.569,74.189,0,49.774,4.023,20.048,113.219,694.163,0.111
1018,21,109,284.770,75.645,0,49.347,4.067,20.572,117.848,732.053,0.111
1019,21,110,288.015,74.342,0,49.573,4.014,20.156,115.345,719.318,0.215
1020,21,111,291.314,74.445,0,49.730,3.997,19.967,113.309,698.303,0.111
1021,21,112,294.508,75.893,0,49.648,4.102,20.643,117.068,718.673,0.111
1022,21,113,296.907,75.238,0,49.669,4.016,20.214,116.127,727.526,0.119
1023,21,114,300.945,74.279,0,49.623,3.981,20.163,116.562,732.888,0.123
1024,21,115,303.398,74.937,0,49.475,4.058,20.320,115.246,709.887,0.129
1025,21,116,307.521,75.473,0,49.580,4.048,20.439,116.883,724.141,0.111
1026,21,117,310.791,74.301,0,49.621,4.001,19.956,113.247,699.280,0.111
1027,21,118,314.024,74.384,0,49.775,3.983,20.210,117.137,738.602,0.143
1028,21,119,317.209,74.308,0,49.620,4.014,20.048,113.726,701.077,0.180
1029,21,120,320.499,75.652,0,49.502,4.067,20.486,116.610,718.727,0.100
1030,21,121,323.661,73.998,0,49.381,4.011,20.222,115.513,714.338,0.112
1031,21,122,326.914,73.718,0,49.550,3.980,20.095,115.711,724.125,0.100
1032,21,123,329.322,74.110,0,49.578,4.021,20.077,113.788,700.745,0.196
1033,21,124,333.273,72.755,0,49.424,3.997,20.106,115.045,714.574,0.161
1034,21,125,336.684,73.362,0,49.485,4.052,20.563,118.307,737.630,0.100
1035,21,126,339.851,72.456,0,49.397,4.051,20.478,117.300,728.419,0.115
1036,21,127,342.677,70.384,0,49.151,3.962,19.850,112.979,696.885,0.107
1037,21,128,345.825,69.673,0,49.437,3.974,19.882,113.279,701.544,0.196
1038,21,129,348.940,68.841,0,49.476,3.968,19.899,113.662,705.350,0.100
1039,21,130,351.386,68.760,0,48.850,3.941,19.635,111.510,688.190,0.114
1040,21,131,355.415,67.836,0,49.276,4.077,20.496,116.509,718.528,0.100
1041,21,132,357.979,65.451,0,48.849,3.969,19.882,113.732,708.802,0.142
1042,21,133,360.999,64.236,0,49.047,4.023,19.990,112.667,690.649,0.146
1043,21,134,364.533,64.373,0,49.406,4.045,20.509,117.971,735.646,0.134
1044,21,135,367.559,63.165,0,49.344,4.029,20.453,117.943,737.207,0.106
1045,21,136,370.585,62.006,0,49.339,4.038,20.597,119.354,749.325,0.100
1046,21,137,373.619,60.848,0,49.336,4.083,20.492,116.037,711.755,0.100
1047,21,138,376.091,58.275,0,48.737,3.938,19.787,113.777,713.049,0.106
1048,21,139,378.561,58.023,0,48.905,3.989,19.779,111.598,685.960,0.140
1049,21,140,382.026,55.717,0,48.657,3.963,19.932,114.418,714.369,0.181
1050,21,141,384.490,55.386,0,48.556,3.946,19.489,109.491,668.433,0.196
1051,21,142,387.504,54.151,0,48.869,3.974,19.646,110.396,674.740,0.107
1052,21,143,391.526,53.099,0,49.304,4.027,20.478,118.358,741.777,0.113
1053,21,144,393.423,51.518,0,48.610,3.940,19.469,109.402,667.731,0.119
1054,21,145,396.362,50.078,0,48.654,3.945,19.724,112.428,696.741,0.106
1055,21,146,399.616,47.508,0,48.459,3.914,19.387,109.180,666.691,0.226
1056,21,147,403.066,47.004,0,49.023,4.083,20.684,119.306,751.240,0.100
1057,21,148,404.765,45.149,0,48.318,3.920,19.320,108.711,666.769,0.207
1058,21,149,407.864,42.325,0,48.666,3.931,19.433,109.570,672.532,0.103
1059,21,150,411.323,41.790,0,49.110,4.042,20.248,114.979,709.361,0.102
1060,21,151,414.148,40.202,0,49.312,4.028,20.511,118.881,747.988,0.132
